OG	n_genes	n_sepecies	1841596_4	2012493_3	2026747_106	2026747_11	2026747_12	2026747_123	2026747_124	2026747_147	2026747_149	2026747_155	2026747_166	2026747_167	2026747_168	2026747_169	2026747_172	2026747_173	2026747_174	2026747_179	2026747_182	2026747_189	2026747_193	2026747_195	2026747_196	2026747_22	2026747_25	2026747_3	2026747_36	2026747_41	2026747_43	2026747_59	2026747_65	2026747_66	2026747_7	2876572_6	2876573_6
7320	34	34	MEHH01000004_26	NJBF01000005_39	JAGLRO010000073_7	RDOD01000040_6	RDOB01000004_332	BPTN01000093_11	BPTO01000144_10	JAMOVR010000201_8	JALSYK010000635_2	JAHQWT010000023_94	JAUWJS010000005_41	JAUWEG010000181_7	JAUWPI010000002_43	JAUWKS010000020_39	DAOVPS010000008_34	DAOWEK010000008_42	DAOWED010000181_14	DAOVER010000051_7		WAKA01000156_14	JAYNJJ010000175_1	JAYPOQ010000006_34	JAYPQJ010000001_1389	JAEOTE010000072_11	JABCTZ010000046_305	PBWW01000061_28	DXJV01000005_76	DXJL01000058_28	JAHLWR010000022_19	JAIZWM010000002_113	JAAFKH010000244_8	JAAFKI010000059_27	SOJV01000117_33	CP084167_1566	CP084166_1470
7321	34	34	MEHH01000067_7	NJBF01000001_185	JAGLRO010000054_25	RDOD01000036_10	RDOB01000001_198	BPTN01000047_5	BPTO01000024_25	JAMOVR010000241_17	JALSYK010000176_11	JAHQWT010000033_44	JAUWJS010000051_6	JAUWEG010000014_2	JAUWPI010000054_11	JAUWKS010000017_45	DAOVPS010000184_2	DAOWEK010000039_60		DAOVER010000010_28	DAOVHD010000073_7	WAKA01000056_25	JAYNJJ010000055_6	JAYPOQ010000003_19	JAYPQJ010000001_416	JAEOTE010000040_7	JABCTZ010000032_307	PBWW01000018_49	DXJV01000095_2	DXJL01000174_47	JAHLWR010000002_180	JAIZWM010000003_301	JAAFKH010000392_3	JAAFKI010000022_10	SOJV01000219_8	CP084167_2135	CP084166_1979
7322	34	34	MEHH01000088_10	NJBF01000005_105	JAGLRO010000124_9	RDOD01000007_37	RDOB01000004_289	BPTN01000035_6	BPTO01000001_56	JAMOVR010000210_28	JALSYK010000014_1	JAHQWT010000050_243	JAUWJS010000156_4	JAUWEG010000015_18	JAUWPI010000029_6	JAUWKS010000003_39	DAOVPS010000064_9	DAOWEK010000036_9		DAOVER010000006_47	DAOVHD010000022_11	WAKA01000192_9	JAYNJJ010000001_8	JAYPOQ010000006_52	JAYPQJ010000001_1407	JAEOTE010000173_8	JABCTZ010000036_56	PBWW01000025_16	DXJV01000082_53	DXJL01000066_12	JAHLWR010000036_16	JAIZWM010000003_378	JAAFKH010000166_5	JAAFKI010000150_13	SOJV01000138_13	CP084167_1873	CP084166_1771
7323	34	33		NJBF01000014_62	JAGLRO010000118_20	RDOD01000002_137	RDOB01000002_159	BPTN01000169_2	BPTO01000018_24	JAMOVR010000337_5	JALSYK010000171_1	JAHQWT010000039_54	JAUWJS010000002_24	JAUWEG010000007_18	JAUWPI010000056_16	JAUWKS010000006_24		DAOWEK010000040_60	DAOWED010000119_5	DAOVER010000031_15	DAOVHD010000032_14	WAKA01000207_14	JAYNJJ010000020_4	JAYPOQ010000008_43	JAYPQJ010000001_41	JAEOTE010000007_50	JABCTZ010000032_149	PBWW01000050_5	DXJV01000029_25	DXJL01000016_22	JAHLWR010000003_39	JAIZWM010000003_171	JAAFKH010000268_16	JAAFKI010000073_22	SOJV01000194_23,SOJV01000244_2	CP084167_2624	CP084166_2464
7324	34	34	MEHH01000086_8	NJBF01000001_38	JAGLRO010000081_10	RDOD01000021_31	RDOB01000001_69	BPTN01000017_3	BPTO01000032_14	JAMOVR010000213_30	JALSYK010000634_10	JAHQWT010000035_52	JAUWJS010000044_8	JAUWEG010000012_24	JAUWPI010000004_33		DAOVPS010000222_4	DAOWEK010000078_39	DAOWED010000228_8	DAOVER010000001_96	DAOVHD010000048_13	WAKA01000056_2	JAYNJJ010000097_6	JAYPOQ010000004_106	JAYPQJ010000001_292	JAEOTE010000055_24	JABCTZ010000031_18	PBWW01000031_8	DXJV01000074_6	DXJL01000113_46	JAHLWR010000017_27	JAIZWM010000006_204	JAAFKH010000043_12	JAAFKI010000045_58	SOJV01000103_22	CP084167_1183	CP084166_1094
7325	34	34	MEHH01000012_7	NJBF01000038_15	JAGLRO010000077_16	RDOD01000005_13	RDOB01000004_196	BPTN01000379_3	BPTO01000021_11	JAMOVR010000213_17	JALSYK010000641_5	JAHQWT010000021_19	JAUWJS010000012_30	JAUWEG010000013_12	JAUWPI010000036_23	JAUWKS010000036_18	DAOVPS010000010_21	DAOWEK010000062_27	DAOWED010000063_10	DAOVER010000045_24	DAOVHD010000140_7	WAKA01000165_10	JAYNJJ010000172_3	JAYPOQ010000002_184	JAYPQJ010000001_927		JABCTZ010000032_43	PBWW01000046_3	DXJV01000075_7	DXJL01000090_18	JAHLWR010000002_34	JAIZWM010000003_51	JAAFKH010000223_8	JAAFKI010000112_29	SOJV01000002_9	CP084167_2300	CP084166_2134
7326	34	34		NJBF01000014_17	JAGLRO010000104_4	RDOD01000001_318	RDOB01000002_111	BPTN01000014_3	BPTO01000003_38	JAMOVR010000133_2	JALSYK010000171_8	JAHQWT010000036_46	JAUWJS010000070_2	JAUWEG010000035_22	JAUWPI010000043_10	JAUWKS010000002_79	DAOVPS010000052_12	DAOWEK010000066_95	DAOWED010000189_1	DAOVER010000004_22	DAOVHD010000061_3	WAKA01000207_7	JAYNJJ010000096_4	JAYPOQ010000013_8	JAYPQJ010000001_97	JAEOTE010000090_101	JABCTZ010000019_56	PBWW01000020_8	DXJV01000073_17	DXJL01000156_78	JAHLWR010000006_49	JAIZWM010000001_428	JAAFKH010000241_7	JAAFKI010000154_15	SOJV01000218_3	CP084167_1785	CP084166_1852
7327	34	34	MEHH01000004_22	NJBF01000013_2	JAGLRO010000073_11	RDOD01000016_3	RDOB01000007_39	BPTN01000093_7	BPTO01000144_6	JAMOVR010000334_8	JALSYK010000015_19	JAHQWT010000023_98	JAUWJS010000005_45	JAUWEG010000181_3	JAUWPI010000002_39	JAUWKS010000007_41	DAOVPS010000084_12	DAOWEK010000008_46	DAOWED010000181_10	DAOVER010000051_11		WAKA01000122_33	JAYNJJ010000101_4	JAYPOQ010000001_238	JAYPQJ010000001_1007	JAEOTE010000072_7	JABCTZ010000036_205	PBWW01000021_29	DXJV01000085_72	DXJL01000056_63	JAHLWR010000022_15	JAIZWM010000002_298	JAAFKH010000244_4	JAAFKI010000059_31	SOJV01000174_3	CP084167_1570	CP084166_1474
7328	34	31		NJBF01000021_39	JAGLRO010000021_2	RDOD01000001_19,RDOD01000011_55		BPTN01000486_1	BPTO01000009_4	JAMOVR010000016_8	JALSYK010000074_2	JAHQWT010000015_82		JAUWEG010000143_4	JAUWPI010000047_7	JAUWKS010000002_3	DAOVPS010000127_12,DAOVPS010000082_8	DAOWEK010000037_9	DAOWED010000069_2	DAOVER010000069_1		WAKA01000017_2	JAYNJJ010000016_9	JAYPOQ010000023_8	JAYPQJ010000001_1448	JAEOTE010000102_10	JABCTZ010000019_130	PBWW01000025_56	DXJV01000076_21	DXJL01000203_8	JAHLWR010000001_202	JAIZWM010000001_680	JAAFKH010000147_34	JAAFKI010000076_33	SOJV01000104_1,SOJV01000085_9	CP084167_1464	CP084166_1370
7329	34	34	MEHH01000088_7	NJBF01000013_13	JAGLRO010000124_6	RDOD01000001_14	RDOB01000007_28	BPTN01000035_8	BPTO01000001_53	JAMOVR010000210_31	JALSYK010000014_4	JAHQWT010000050_246	JAUWJS010000156_1	JAUWEG010000015_20	JAUWPI010000029_8	JAUWKS010000046_4	DAOVPS010000127_7	DAOWEK010000036_7		DAOVER010000006_45	DAOVHD010000022_8	WAKA01000192_6	JAYNJJ010000001_5	JAYPOQ010000006_55	JAYPQJ010000001_1410	JAEOTE010000173_5	JABCTZ010000017_46	PBWW01000025_19	DXJV01000076_26	DXJL01000056_77	JAHLWR010000025_3	JAIZWM010000001_685	JAAFKH010000165_20	JAAFKI010000150_15	SOJV01000085_4	CP084167_1870	CP084166_1773
7330	34	34	MEHH01000033_7	NJBF01000006_57	JAGLRO010000045_14	RDOD01000002_19	RDOB01000010_3	BPTN01000168_6	BPTO01000004_27	JAMOVR010000028_1	JALSYK010000630_2	JAHQWT010000026_17	JAUWJS010000118_5	JAUWEG010000053_2	JAUWPI010000094_5	JAUWKS010000028_23	DAOVPS010000022_10	DAOWEK010000067_10	DAOWED010000166_2	DAOVER010000009_49	DAOVHD010000060_6	WAKA01000046_26	JAYNJJ010000117_1	JAYPOQ010000012_1	JAYPQJ010000001_380	JAEOTE010000019_52	JABCTZ010000032_273		DXJV01000095_37	DXJL01000124_5	JAHLWR010000013_30	JAIZWM010000003_269	JAAFKH010000330_3	JAAFKI010000062_5	SOJV01000114_5	CP084167_2444	CP084166_2276
7331	34	34	MEHH01000135_7	NJBF01000008_50	JAGLRO010000024_3	RDOD01000002_108	RDOB01000003_162	BPTN01000143_6	BPTO01000077_12	JAMOVR010000370_3	JALSYK010000225_2	JAHQWT010000012_136	JAUWJS010000013_13	JAUWEG010000206_2	JAUWPI010000048_9	JAUWKS010000006_52	DAOVPS010000011_8	DAOWEK010000025_12	DAOWED010000105_3	DAOVER010000028_11	DAOVHD010000162_5	WAKA01000207_20	JAYNJJ010000116_2	JAYPOQ010000012_5	JAYPQJ010000001_375	JAEOTE010000085_22	JABCTZ010000032_175		DXJV01000029_3	DXJL01000110_7	JAHLWR010000007_117	JAIZWM010000003_193	JAAFKH010000303_4	JAAFKI010000184_15	SOJV01000130_25	CP084167_575	CP084166_507
7332	34	34	MEHH01000157_3	NJBF01000011_67	JAGLRO010000021_12	RDOD01000003_143	RDOB01000003_314	BPTN01000038_6	BPTO01000027_19	JAMOVR010000314_3	JALSYK010000213_12	JAHQWT010000005_4	JAUWJS010000022_24		JAUWPI010000082_6	JAUWKS010000004_54	DAOVPS010000093_4	DAOWEK010000016_147	DAOWED010000093_4	DAOVER010000068_4	DAOVHD010000080_8	WAKA01000177_5	JAYNJJ010000154_2	JAYPOQ010000003_133	JAYPQJ010000001_535	JAEOTE010000091_10	JABCTZ010000007_99	PBWW01000004_6	DXJV01000084_178	DXJL01000080_5	JAHLWR010000001_212	JAIZWM010000001_258	JAAFKH010000422_2	JAAFKI010000182_44	SOJV01000150_3	CP084167_1463	CP084166_1369
7333	34	34	MEHH01000195_6	NJBF01000026_58	JAGLRO010000100_13	RDOD01000056_3	RDOB01000001_225	BPTN01000222_2	BPTO01000051_12	JAMOVR010000003_4	JALSYK010000630_14	JAHQWT010000043_36	JAUWJS010000007_37	JAUWEG010000094_2		JAUWKS010000022_27	DAOVPS010000130_11	DAOWEK010000071_40	DAOWED010000207_13	DAOVER010000007_17	DAOVHD010000173_7	WAKA01000046_14	JAYNJJ010000174_4	JAYPOQ010000002_46	JAYPQJ010000001_785	JAEOTE010000108_73	JABCTZ010000046_148	PBWW01000062_2	DXJV01000001_58	DXJL01000005_27	JAHLWR010000003_158	JAIZWM010000005_135	JAAFKH010000222_6	JAAFKI010000144_44	SOJV01000108_15	CP084167_2788	CP084166_2619
7334	34	34	MEHH01000064_3	NJBF01000020_43	JAGLRO010000033_12	RDOD01000009_75	RDOB01000004_68	BPTN01000145_3	BPTO01000047_2	JAMOVR010000098_5	JALSYK010000078_5	JAHQWT010000033_62	JAUWJS010000055_4	JAUWEG010000014_22	JAUWPI010000062_3	JAUWKS010000076_11	DAOVPS010000042_5	DAOWEK010000039_40	DAOWED010000179_12	DAOVER010000010_6	DAOVHD010000007_7	WAKA01000153_8	JAYNJJ010000158_1	JAYPOQ010000005_57	JAYPQJ010000001_657	JAEOTE010000159_14	JABCTZ010000003_33		DXJV01000006_43	DXJL01000095_17	JAHLWR010000002_170	JAIZWM010000008_54	JAAFKH010000418_6	JAAFKI010000112_198	SOJV01000125_9	CP084167_2151	CP084166_1995
7335	34	30	MEHH01000107_8		JAGLRO010000244_6	RDOD01000014_48	RDOB01000003_215,RDOB01000002_223	BPTN01000023_8	BPTO01000102_8,BPTO01000176_2	JAMOVR010000072_10	JALSYK010000695_11	JAHQWT010000052_7	JAUWJS010000029_17	JAUWEG010000006_20	JAUWPI010000037_10	JAUWKS010000009_52	DAOVPS010000089_1	DAOWEK010000065_15	DAOWED010000217_9,DAOWED010000137_2	DAOVER010000007_82	DAOVHD010000129_5	WAKA01000207_42				JAEOTE010000108_6	JABCTZ010000017_148		DXJV01000068_69	DXJL01000074_3	JAHLWR010000008_45,JAHLWR010000004_17	JAIZWM010000001_725	JAAFKH010000080_31	JAAFKI010000051_42	SOJV01000092_7	CP084167_62	CP084166_15
7336	34	34	MEHH01000086_4	NJBF01000001_68	JAGLRO010000081_14	RDOD01000006_18	RDOB01000001_98	BPTN01000017_7	BPTO01000032_21	JAMOVR010000362_7	JALSYK010000634_23	JAHQWT010000035_56	JAUWJS010000044_12	JAUWEG010000012_20	JAUWPI010000004_37	JAUWKS010000070_12	DAOVPS010000137_9	DAOWEK010000078_43		DAOVER010000001_92	DAOVHD010000183_4	WAKA01000056_15	JAYNJJ010000181_2	JAYPOQ010000011_1	JAYPQJ010000001_340	JAEOTE010000111_4	JABCTZ010000003_196	PBWW01000073_9	DXJV01000053_24	DXJL01000113_76	JAHLWR010000017_23	JAIZWM010000006_288	JAAFKH010000043_16	JAAFKI010000045_62	SOJV01000118_2	CP084167_1196	CP084166_1107
7337	34	32	MEHH01000127_8	NJBF01000012_53,NJBF01000006_23	JAGLRO010000174_4	RDOD01000007_112	RDOB01000005_99	BPTN01000127_7	BPTO01000015_2		JALSYK010000381_4	JAHQWT010000016_7	JAUWJS010000059_5	JAUWEG010000073_10	JAUWPI010000010_23	JAUWKS010000018_14	DAOVPS010000006_6	DAOWEK010000084_4	DAOWED010000004_3	DAOVER010000011_28	DAOVHD010000058_11	WAKA01000230_7	JAYNJJ010000184_1	JAYPOQ010000001_83	JAYPQJ010000001_1169	JAEOTE010000071_11		PBWW01000012_19	DXJV01000069_22	DXJL01000137_16,DXJL01000037_6	JAHLWR010000009_60	JAIZWM010000005_8	JAAFKH010000364_7	JAAFKI010000094_81		CP084167_759	CP084166_681
7338	34	34	MEHH01000198_6	NJBF01000013_5	JAGLRO010000081_6	RDOD01000001_9	RDOB01000007_36	BPTN01000300_1	BPTO01000032_10	JAMOVR010000362_5	JALSYK010000654_7	JAHQWT010000035_48	JAUWJS010000044_4	JAUWEG010000012_28	JAUWPI010000004_29	JAUWKS010000098_3	DAOVPS010000171_6	DAOWEK010000078_35	DAOWED010000228_13	DAOVER010000037_27	DAOVHD010000048_9	WAKA01000155_12	JAYNJJ010000114_5	JAYPOQ010000012_35	JAYPQJ010000001_344	JAEOTE010000055_20	JABCTZ010000017_52	PBWW01000073_13	DXJV01000076_31	DXJL01000056_66	JAHLWR010000017_31	JAIZWM010000001_690	JAAFKH010000043_8	JAAFKI010000045_54		CP084167_1187	CP084166_1098
7339	34	34	MEHH01000086_5	NJBF01000001_69	JAGLRO010000081_13	RDOD01000006_19	RDOB01000001_99	BPTN01000017_6	BPTO01000032_20	JAMOVR010000362_8	JALSYK010000634_22	JAHQWT010000035_55	JAUWJS010000044_11	JAUWEG010000012_21	JAUWPI010000004_36	JAUWKS010000070_13	DAOVPS010000137_8	DAOWEK010000078_42		DAOVER010000001_93	DAOVHD010000183_3	WAKA01000056_14	JAYNJJ010000181_3	JAYPOQ010000011_2	JAYPQJ010000001_339	JAEOTE010000111_3	JABCTZ010000003_195	PBWW01000073_8	DXJV01000053_23	DXJL01000113_77	JAHLWR010000017_24	JAIZWM010000006_289	JAAFKH010000043_15	JAAFKI010000045_61	SOJV01000118_3	CP084167_1195	CP084166_1106
7340	34	32	MEHH01000046_8	NJBF01000007_84	JAGLRO010000033_4	RDOD01000040_27	RDOB01000004_18	BPTN01000213_6	BPTO01000047_8	JAMOVR010000364_14	JALSYK010000175_15,JALSYK010000692_2,JALSYK010000561_1	JAHQWT010000033_71	JAUWJS010000058_12	JAUWEG010000014_31	JAUWPI010000144_4	JAUWKS010000019_11	DAOVPS010000008_10	DAOWEK010000039_29		DAOVER010000072_4	DAOVHD010000007_15	WAKA01000084_4		JAYPOQ010000012_10	JAYPQJ010000001_370	JAEOTE010000159_22	JABCTZ010000001_98		DXJV01000023_5	DXJL01000025_12	JAHLWR010000002_164	JAIZWM010000002_133	JAAFKH010000224_1	JAAFKI010000112_189	SOJV01000161_12	CP084167_2155	CP084166_1998
7341	34	34	MEHH01000198_5	NJBF01000013_6	JAGLRO010000081_5	RDOD01000001_8	RDOB01000007_35	BPTN01000300_2	BPTO01000032_9	JAMOVR010000362_4	JALSYK010000654_8	JAHQWT010000035_47	JAUWJS010000044_3	JAUWEG010000012_29	JAUWPI010000004_28	JAUWKS010000098_4	DAOVPS010000171_7	DAOWEK010000078_34		DAOVER010000037_26	DAOVHD010000048_8	WAKA01000155_11	JAYNJJ010000246_1	JAYPOQ010000012_36	JAYPQJ010000001_343	JAEOTE010000055_19	JABCTZ010000017_53	PBWW01000073_12	DXJV01000076_32	DXJL01000056_67	JAHLWR010000017_32	JAIZWM010000001_691	JAAFKH010000043_7	JAAFKI010000045_53	SOJV01000195_3	CP084167_1188	CP084166_1099
7342	34	31		NJBF01000031_13	JAGLRO010000076_5	RDOD01000037_20	RDOB01000005_59	BPTN01000146_1	BPTO01000107_10		JALSYK010000470_6,JALSYK010000671_1	JAHQWT010000037_278	JAUWJS010000074_4	JAUWEG010000008_8	JAUWPI010000072_7	JAUWKS010000001_149	DAOVPS010000147_2	DAOWEK010000094_65	DAOWED010000059_5	DAOVER010000020_9		WAKA01000203_44,WAKA01000095_26	JAYNJJ010000237_2	JAYPOQ010000005_53	JAYPQJ010000001_653	JAEOTE010000060_8	JABCTZ010000036_364		DXJV01000015_14	DXJL01000133_35	JAHLWR010000007_26	JAIZWM010000002_188	JAAFKH010000274_3	JAAFKI010000199_18	SOJV01000102_4	CP084167_462	CP084166_385,CP084166_381
7343	34	16	MEHH01000011_6,MEHH01000045_3,MEHH01000004_1		JAGLRO010000162_1			BPTN01000101_9,BPTN01000263_3,BPTN01000100_1,BPTN01000035_17,BPTN01000470_1	BPTO01000356_1			JAHQWT010000031_9,JAHQWT010000023_118,JAHQWT010000050_78,JAHQWT010000050_255		JAUWEG010000042_12,JAUWEG010000116_6	JAUWPI010000029_16			DAOWEK010000045_34		DAOVER010000089_1,DAOVER010000053_1	DAOVHD010000117_4					JAEOTE010000076_3,JAEOTE010000081_15,JAEOTE010000161_1					JAHLWR010000015_35,JAHLWR010000027_13,JAHLWR010000005_154		JAAFKH010000165_11,JAAFKH010000360_2,JAAFKH010000281_1	JAAFKI010000173_5,JAAFKI010000090_6		CP084167_99	CP084166_225
7344	34	23		NJBF01000088_2,NJBF01000024_11	JAGLRO010000041_6			BPTN01000073_4	BPTO01000057_9,BPTO01000010_5,BPTO01000029_9	JAMOVR010000083_5	JALSYK010000149_12,JALSYK010000202_1	JAHQWT010000055_155	JAUWJS010000071_8	JAUWEG010000068_13	JAUWPI010000081_10			DAOWEK010000044_45	DAOWED010000082_2	DAOVER010000019_59,DAOVER010000044_8	DAOVHD010000116_7	WAKA01000049_17				JAEOTE010000113_13				DXJL01000212_1	JAHLWR010000008_5,JAHLWR010000016_51	JAIZWM010000002_239,JAIZWM010000002_240,JAIZWM010000007_11,JAIZWM010000003_15	JAAFKH010000297_3,JAAFKH010000186_6	JAAFKI010000171_17		CP084167_97,CP084167_875	CP084166_871
7345	34	20			JAGLRO010000033_1,JAGLRO010000080_3	RDOD01000001_349,RDOD01000031_9		BPTN01000213_3	BPTO01000156_6,BPTO01000047_11		JALSYK010000695_16				JAUWPI010000144_7,JAUWPI010000004_7	JAUWKS010000046_12,JAUWKS010000017_28	DAOVPS010000026_9		DAOWED010000075_6	DAOVER010000072_7,DAOVER010000037_7	DAOVHD010000007_18	WAKA01000207_47				JAEOTE010000030_17,JAEOTE010000159_25	JABCTZ010000017_38,JABCTZ010000032_324		DXJV01000073_78,DXJV01000019_56		JAHLWR010000017_56,JAHLWR010000002_161	JAIZWM010000003_319,JAIZWM010000001_369			SOJV01000055_22,SOJV01000052_22	CP084167_2138,CP084167_1163	CP084166_1071,CP084166_1982
7346	34	17	MEHH01000145_8,MEHH01000113_6		JAGLRO010000235_6			BPTN01000369_3,BPTN01000542_1,BPTN01000401_2	BPTO01000001_15,BPTO01000375_1,BPTO01000064_13,BPTO01000016_4			JAHQWT010000012_114,JAHQWT010000052_91	JAUWJS010000105_3,JAUWJS010000049_19	JAUWEG010000033_11	JAUWPI010000077_9,JAUWPI010000173_5			DAOWEK010000049_10		DAOVER010000038_20,DAOVER010000003_48	DAOVHD010000086_10,DAOVHD010000063_1					JAEOTE010000047_10,JAEOTE010000086_3					JAHLWR010000007_137,JAHLWR010000025_47,JAHLWR010000004_75		JAAFKH010000210_15	JAAFKI010000136_11,JAAFKI010000184_39		CP084167_339,CP084167_265	CP084166_68,CP084166_267
7347	35	35	MEHH01000132_3	NJBF01000001_56	JAGLRO010000032_15	RDOD01000005_133	RDOB01000001_86	BPTN01000011_17	BPTO01000070_8	JAMOVR010000201_18	JALSYK010000564_4	JAHQWT010000023_70	JAUWJS010000005_18	JAUWEG010000001_109	JAUWPI010000005_10	JAUWKS010000066_11	DAOVPS010000001_36	DAOWEK010000008_19	DAOWED010000181_22	DAOVER010000005_19	DAOVHD010000004_23	WAKA01000091_17	JAYNJJ010000101_6	JAYPOQ010000001_240	JAYPQJ010000001_1005	JAEOTE010000072_35	JABCTZ010000022_128	PBWW01000021_27	DXJV01000084_20	DXJL01000113_64	JAHLWR010000022_42	JAIZWM010000001_106	JAAFKH010000426_6	JAAFKI010000059_4	SOJV01000091_43	CP084167_1600	CP084166_1500
7348	35	23	MEHH01000049_13		JAGLRO010000059_5	RDOD01000007_16			BPTO01000013_13		JALSYK010000306_14,JALSYK010000385_4	JAHQWT010000008_23	JAUWJS010000152_2	JAUWEG010000063_8	JAUWPI010000026_5,JAUWPI010000023_3	JAUWKS010000056_7,JAUWKS010000003_22	DAOVPS010000109_11,DAOVPS010000075_3					WAKA01000037_5,WAKA01000080_11	JAYNJJ010000024_6,JAYNJJ010000110_2	JAYPOQ010000001_12,JAYPOQ010000002_75	JAYPQJ010000001_816,JAYPQJ010000001_1244		JABCTZ010000036_41,JABCTZ010000001_33	PBWW01000071_7,PBWW01000003_15	DXJV01000019_10		JAHLWR010000015_46,JAHLWR010000001_107	JAIZWM010000003_365	JAAFKH010000109_1	JAAFKI010000198_9	SOJV01000171_9,SOJV01000138_28		
7349	35	32	MEHH01000034_14	NJBF01000007_16	JAGLRO010000003_27	RDOD01000002_67		BPTN01000001_7	BPTO01000023_18	JAMOVR010000305_4	JALSYK010000162_2	JAHQWT010000036_100	JAUWJS010000021_3	JAUWEG010000017_5	JAUWPI010000007_9	JAUWKS010000093_2	DAOVPS010000004_21,DAOVPS010000127_4	DAOWEK010000066_41	DAOWED010000063_31	DAOVER010000004_77	DAOVHD010000008_10	WAKA01000053_18	JAYNJJ010000033_3	JAYPOQ010000004_60	JAYPQJ010000001_245	JAEOTE010000090_44,JAEOTE010000182_4	JABCTZ010000032_212	PBWW01000024_19	DXJV01000044_7		JAHLWR010000006_106	JAIZWM010000003_227		JAAFKI010000010_40	SOJV01000087_6,SOJV01000085_1	CP084167_2014	CP084166_1883
7350	35	35	MEHH01000009_2	NJBF01000005_66	JAGLRO010000064_2	RDOD01000004_97	RDOB01000004_358	BPTN01000010_18	BPTO01000005_45	JAMOVR010000121_9	JALSYK010000083_1	JAHQWT010000050_139	JAUWJS010000001_36	JAUWEG010000005_2	JAUWPI010000014_23	JAUWKS010000004_30	DAOVPS010000037_8	DAOWEK010000020_49	DAOWED010000132_3	DAOVER010000014_51	DAOVHD010000001_20	WAKA01000004_1	JAYNJJ010000036_9	JAYPOQ010000004_41	JAYPQJ010000001_223	JAEOTE010000039_2	JABCTZ010000007_122	PBWW01000036_8	DXJV01000084_144	DXJL01000066_52	JAHLWR010000005_90	JAIZWM010000001_230	JAAFKH010000432_2	JAAFKI010000175_85	SOJV01000098_11	CP084167_1754	CP084166_1648
7351	35	35	MEHH01000019_3	NJBF01000005_81	JAGLRO010000003_33	RDOD01000002_68	RDOB01000004_312	BPTN01000001_15	BPTO01000023_22	JAMOVR010000146_7	JALSYK010000162_3	JAHQWT010000036_97	JAUWJS010000021_6	JAUWEG010000017_8	JAUWPI010000007_1	JAUWKS010000006_88	DAOVPS010000004_22	DAOWEK010000066_44	DAOWED010000063_30	DAOVER010000004_69	DAOVHD010000008_4	WAKA01000053_19	JAYNJJ010000033_4	JAYPOQ010000004_61	JAYPQJ010000001_246	JAEOTE010000090_48	JABCTZ010000032_211	PBWW01000024_18	DXJV01000044_6	DXJL01000066_37	JAHLWR010000006_102	JAIZWM010000003_226	JAAFKH010000076_3	JAAFKI010000010_37	SOJV01000087_5	CP084167_2009	CP084166_1878
7352	35	35	MEHH01000040_8	NJBF01000001_184	JAGLRO010000046_51	RDOD01000001_40	RDOB01000001_199	BPTN01000101_8	BPTO01000005_20	JAMOVR010000158_6	JALSYK010000291_3	JAHQWT010000050_111	JAUWJS010000001_63	JAUWEG010000005_31	JAUWPI010000141_7	JAUWKS010000002_24	DAOVPS010000005_36	DAOWEK010000060_11	DAOWED010000070_5	DAOVER010000017_8	DAOVHD010000015_5	WAKA01000009_26	JAYNJJ010000002_7	JAYPOQ010000006_77	JAYPQJ010000001_1433	JAEOTE010000161_28	JABCTZ010000019_109	PBWW01000025_41	DXJV01000026_9	DXJL01000174_46	JAHLWR010000005_64	JAIZWM010000001_658	JAAFKH010000036_1	JAAFKI010000175_58	SOJV01000085_30	CP084167_1966	CP084166_1697
7353	35	35	MEHH01000013_18	NJBF01000027_2	JAGLRO010000038_22	RDOD01000009_87	RDOB01000002_260	BPTN01000029_17	BPTO01000002_36	JAMOVR010000318_3	JALSYK010000340_10	JAHQWT010000023_164	JAUWJS010000112_8	JAUWEG010000022_5	JAUWPI010000069_5	JAUWKS010000060_7	DAOVPS010000063_13	DAOWEK010000003_49	DAOWED010000003_12	DAOVER010000021_35	DAOVHD010000002_28	WAKA01000095_11	JAYNJJ010000037_6	JAYPOQ010000002_160	JAYPQJ010000001_903	JAEOTE010000070_3	JABCTZ010000003_20	PBWW01000049_21	DXJV01000006_31	DXJL01000091_2	JAHLWR010000001_246	JAIZWM010000008_42	JAAFKH010000078_12	JAAFKI010000182_10	SOJV01000152_17	CP084167_1511	CP084166_1416
7354	35	34	MEHH01000089_4	NJBF01000010_88	JAGLRO010000009_5	RDOD01000016_10	RDOB01000008_21	BPTN01000026_13	BPTO01000009_9	JAMOVR010000003_7	JALSYK010000646_14	JAHQWT010000005_20	JAUWJS010000022_10	JAUWEG010000002_54	JAUWPI010000070_4	JAUWKS010000007_34,JAUWKS010000124_4	DAOVPS010000059_2	DAOWEK010000016_132	DAOWED010000155_18	DAOVER010000008_30	DAOVHD010000071_6	WAKA01000204_38	JAYNJJ010000053_2	JAYPOQ010000001_178	JAYPQJ010000001_1068	JAEOTE010000102_16	JABCTZ010000036_198		DXJV01000085_64	DXJL01000101_29	JAHLWR010000001_197	JAIZWM010000002_290	JAAFKH010000142_5	JAAFKI010000182_59	SOJV01000013_2	CP084167_1442	CP084166_1344
